2019-04-02 09:03:47,992 p=7562 u=student |  ERROR! Incorrect options passed
2019-04-04 05:41:40,659 p=7481 u=student |  [DEPRECATION WARNING]: Aliases 'login_token' are deprecated. This feature will be removed in version 2.1. Deprecation warnings can be disabled by setting 
deprecation_warnings=False in ansible.cfg.
2019-04-04 05:41:40,660 p=7481 u=student |  fatal: [utility.lab.example.com]: FAILED! => {"changed": false, "msg": "Failed to import the required Python library (python-gitlab) on utility.lab.example.com's Python /usr/bin/python. Please read module documentation and install in the appropriate location"}
2019-04-04 05:41:40,665 p=7481 u=student |  PLAY RECAP ******************************************************************************************************************************************************************
2019-04-04 05:41:40,666 p=7481 u=student |  utility.lab.example.com    : ok=1    changed=0    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2019-04-04 05:41:40,666 p=7481 u=student |  Thursday 04 April 2019  05:41:40 -0400 (0:00:01.171)       0:00:03.434 ******** 
2019-04-04 05:41:40,667 p=7481 u=student |  =============================================================================== 
2019-04-04 05:41:40,668 p=7481 u=student |  Gathering Facts ------------------------------------------------------------------------------------------------------------------------------------------------------ 2.16s
2019-04-04 05:41:40,669 p=7481 u=student |  Create do447 project ------------------------------------------------------------------------------------------------------------------------------------------------- 1.17s
2019-04-04 05:53:22,284 p=7801 u=student |  PLAY [Create GitLab projects] ***********************************************************************************************************************************************
2019-04-04 05:53:22,300 p=7801 u=student |  TASK [Gathering Facts] ******************************************************************************************************************************************************
2019-04-04 05:53:22,300 p=7801 u=student |  Thursday 04 April 2019  05:53:22 -0400 (0:00:00.073)       0:00:00.073 ******** 
2019-04-04 05:53:24,730 p=7801 u=student |  ok: [utility.lab.example.com]
2019-04-04 05:53:24,764 p=7801 u=student |  TASK [Create do447 project] *************************************************************************************************************************************************
2019-04-04 05:53:24,765 p=7801 u=student |  Thursday 04 April 2019  05:53:24 -0400 (0:00:02.464)       0:00:02.538 ******** 
2019-04-04 05:53:25,771 p=7801 u=student |  An exception occurred during task execution. To see the full traceback, use -vvv. The error was: AttributeError: module 'gitlab.exceptions' has no attribute 'GitlabAuthenticationError'
2019-04-04 05:53:25,772 p=7801 u=student |  fatal: [utility.lab.example.com]: FAILED! => {"changed": false, "module_stderr": "Traceback (most recent call last):\n  File \"/tmp/ansible_gitlab_project_payload_jww8fux1/__main__.py\", line 369, in main\nTypeError: __init__() got an unexpected keyword argument 'url'\n\nDuring handling of the above exception, another exception occurred:\n\nTraceback (most recent call last):\n  File \"/home/student/.ansible/tmp/ansible-tmp-1554371604.790952-4249841811828/AnsiballZ_gitlab_project.py\", line 114, in <module>\n    _ansiballz_main()\n  File \"/home/student/.ansible/tmp/ansible-tmp-1554371604.790952-4249841811828/AnsiballZ_gitlab_project.py\", line 106, in _ansiballz_main\n    invoke_module(zipped_mod, temp_path, ANSIBALLZ_PARAMS)\n  File \"/home/student/.ansible/tmp/ansible-tmp-1554371604.790952-4249841811828/AnsiballZ_gitlab_project.py\", line 49, in invoke_module\n    imp.load_module('__main__', mod, module, MOD_DESC)\n  File \"/usr/lib64/python3.6/imp.py\", line 235, in load_module\n    return load_source(name, filename, file)\n  File \"/usr/lib64/python3.6/imp.py\", line 170, in load_source\n    module = _exec(spec, sys.modules[name])\n  File \"<frozen importlib._bootstrap>\", line 618, in _exec\n  File \"<frozen importlib._bootstrap_external>\", line 678, in exec_module\n  File \"<frozen importlib._bootstrap>\", line 219, in _call_with_frames_removed\n  File \"/tmp/ansible_gitlab_project_payload_jww8fux1/__main__.py\", line 419, in <module>\n  File \"/tmp/ansible_gitlab_project_payload_jww8fux1/__main__.py\", line 371, in main\nAttributeError: module 'gitlab.exceptions' has no attribute 'GitlabAuthenticationError'\n", "module_stdout": "", "msg": "MODULE FAILURE\nSee stdout/stderr for the exact error", "rc": 1}
2019-04-04 05:53:25,776 p=7801 u=student |  PLAY RECAP ******************************************************************************************************************************************************************
2019-04-04 05:53:25,777 p=7801 u=student |  utility.lab.example.com    : ok=1    changed=0    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2019-04-04 05:53:25,778 p=7801 u=student |  Thursday 04 April 2019  05:53:25 -0400 (0:00:01.012)       0:00:03.551 ******** 
2019-04-04 05:53:25,778 p=7801 u=student |  =============================================================================== 
2019-04-04 05:53:25,779 p=7801 u=student |  Gathering Facts ------------------------------------------------------------------------------------------------------------------------------------------------------ 2.46s
2019-04-04 05:53:25,779 p=7801 u=student |  Create do447 project ------------------------------------------------------------------------------------------------------------------------------------------------- 1.01s
2019-04-04 05:55:27,709 p=7888 u=student |  PLAY [Create GitLab projects] ***********************************************************************************************************************************************
2019-04-04 05:55:27,749 p=7888 u=student |  TASK [Gathering Facts] ******************************************************************************************************************************************************
2019-04-04 05:55:27,750 p=7888 u=student |  Thursday 04 April 2019  05:55:27 -0400 (0:00:00.112)       0:00:00.112 ******** 
2019-04-04 05:55:30,323 p=7888 u=student |  ok: [utility.lab.example.com]
2019-04-04 05:55:30,383 p=7888 u=student |  TASK [Create do447 project] *************************************************************************************************************************************************
2019-04-04 05:55:30,384 p=7888 u=student |  Thursday 04 April 2019  05:55:30 -0400 (0:00:02.634)       0:00:02.746 ******** 
2019-04-04 05:55:31,417 p=7888 u=student |  An exception occurred during task execution. To see the full traceback, use -vvv. The error was: AttributeError: module 'gitlab.exceptions' has no attribute 'GitlabAuthenticationError'
2019-04-04 05:55:31,418 p=7888 u=student |  fatal: [utility.lab.example.com]: FAILED! => {"changed": false, "module_stderr": "Traceback (most recent call last):\n  File \"/tmp/ansible_gitlab_project_payload_sqkvwi96/__main__.py\", line 369, in main\nTypeError: __init__() got an unexpected keyword argument 'url'\n\nDuring handling of the above exception, another exception occurred:\n\nTraceback (most recent call last):\n  File \"/home/student/.ansible/tmp/ansible-tmp-1554371730.4139059-59019116444525/AnsiballZ_gitlab_project.py\", line 114, in <module>\n    _ansiballz_main()\n  File \"/home/student/.ansible/tmp/ansible-tmp-1554371730.4139059-59019116444525/AnsiballZ_gitlab_project.py\", line 106, in _ansiballz_main\n    invoke_module(zipped_mod, temp_path, ANSIBALLZ_PARAMS)\n  File \"/home/student/.ansible/tmp/ansible-tmp-1554371730.4139059-59019116444525/AnsiballZ_gitlab_project.py\", line 49, in invoke_module\n    imp.load_module('__main__', mod, module, MOD_DESC)\n  File \"/usr/lib64/python3.6/imp.py\", line 235, in load_module\n    return load_source(name, filename, file)\n  File \"/usr/lib64/python3.6/imp.py\", line 170, in load_source\n    module = _exec(spec, sys.modules[name])\n  File \"<frozen importlib._bootstrap>\", line 618, in _exec\n  File \"<frozen importlib._bootstrap_external>\", line 678, in exec_module\n  File \"<frozen importlib._bootstrap>\", line 219, in _call_with_frames_removed\n  File \"/tmp/ansible_gitlab_project_payload_sqkvwi96/__main__.py\", line 419, in <module>\n  File \"/tmp/ansible_gitlab_project_payload_sqkvwi96/__main__.py\", line 371, in main\nAttributeError: module 'gitlab.exceptions' has no attribute 'GitlabAuthenticationError'\n", "module_stdout": "", "msg": "MODULE FAILURE\nSee stdout/stderr for the exact error", "rc": 1}
